Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2014-06-13,167.3742,PCT-0.005,167.1931,PNL,167.3742,136.0,160.1312,24.6237,22877.5034
2014-06-16,167.512,,,,,,,0.0,22877.5034
2014-06-17,167.9777,,,,,,,0.0,22877.5034
2014-06-18,169.2106,,,,,,,0.0,22877.5034
2014-06-19,169.4002,,,,,,,0.0,22877.5034
2014-06-20,169.7442,,,,,,,0.0,22877.5034
2014-06-23,169.6922,,,,,,,0.0,22877.5034
2014-06-24,168.67,,,,,,,0.0,22877.5034
2014-06-25,169.4323,PCT-0.005,168.3148,PNL,169.4323,135.0,161.8157,150.8685,23028.372
2014-06-26,169.311,,,,,,,0.0,23028.372
2014-06-27,169.6402,,,,,,,0.0,23028.372
2014-06-30,169.5536,,,,,,,0.0,23028.372
2014-07-01,170.6884,,,,,,,0.0,23028.372
2014-07-02,170.8617,,,,,,,0.0,23028.372
2014-07-03,171.702,,,,,,,0.0,23028.372
2014-07-07,171.1043,,,,,,,0.0,23028.372
2014-07-08,170.004,,,,,,,0.0,23028.372
2014-07-09,170.7664,PCT-0.005,170.4285,PNL,170.7664,135.0,162.6921,45.6111,23073.983
2014-07-10,170.0907,,,,,,,0.0,23073.983
2014-07-11,170.3246,,,,,,,0.0,23073.983
2014-07-14,171.1822,,,,,,,0.0,23073.983
2014-07-15,170.8617,,,,,,,0.0,23073.983
2014-07-16,171.4941,,,,,,,0.0,23073.983
2014-07-17,169.5449,,,,,,,0.0,23073.983
2014-07-18,171.2775,PCT-0.005,170.0994,PNL,171.2775,135.0,163.6282,159.0539,23233.0369
2014-07-21,170.957,,,,,,,0.0,23233.0369
2014-07-22,171.702,,,,,,,0.0,23233.0369
2014-07-23,172.0832,,,,,,,0.0,23233.0369
2014-07-24,172.0919,,,,,,,0.0,23233.0369
2014-07-25,171.2862,,,,,,,0.0,23233.0369
2014-07-28,171.3555,,,,,,,0.0,23233.0369
2014-07-29,170.6191,,,,,,,0.0,23233.0369
2014-07-30,170.6451,,,,,,,0.0,23233.0369
2014-07-31,167.2752,,,,,,,0.0,23233.0369
2014-08-01,166.7641,PCT-0.005,166.8161,,,139.0,162.3234,-7.225,23225.8119
2014-08-04,167.9682,,,PNL,167.9682,139.0,163.1474,160.1505,23393.1874
2014-08-05,166.3396,,,,,,,0.0,23393.1874
2014-08-06,166.3916,PCT-0.005,165.5599,PNL,166.3916,141.0,162.2539,117.2645,23510.4519
2014-08-07,165.4906,,,,,,,0.0,23510.4519
2014-08-08,167.4052,PCT-0.005,165.8631,PNL,167.4052,141.0,162.8258,217.4257,23727.8776
2014-08-11,167.8903,,,,,,,0.0,23727.8776
2014-08-12,167.6563,,,,,,,0.0,23727.8776
2014-08-13,168.7912,,,,,,,0.0,23727.8776
2014-08-14,169.5882,,,,,,,0.0,23727.8776
2014-08-15,169.5536,,,,,,,0.0,23727.8776
